Dimension_1,Dimension_2
-9.331392,-17.413633
-9.337168,-21.91789
-9.179983,-20.326555
-9.344864,-20.555557
-9.298618,-17.462942
-9.063161,-22.280125
13.085974,112.344444
11.142704,111.760994
11.309647,111.67215
13.053575,111.83096
12.973356,111.82813
10.928254,111.754005
13.02767,111.82381
13.0598345,111.84351
-23.98095,42.581715
-17.04416,50.324318
-17.135798,50.269566
-24.006136,42.627148
-23.996048,42.59661
-67.51514,-14.116979
-67.79483,-13.047849
-23.99806,42.60059
-13.6789,19.117565
-13.064919,22.40494
-13.249783,20.261702
-13.155281,22.306404
-12.99267,22.437214
-13.1110735,22.37425
-13.143084,22.33249
-13.70601,19.07152
92.715164,-21.433155
92.6824,-21.450785
77.81986,22.440355
92.63162,-21.468704
91.69052,-21.53736
91.76964,-21.532658
91.6414,-21.547253
92.74454,-21.458464
-34.863445,-84.03943
23.637857,-60.770954
-37.838478,-81.2616
-45.817764,-75.94993
-34.6246,-85.100784
-38.26542,-80.89252
-34.64304,-83.6714
-37.63771,-81.50646
92.2914,8.290189
92.3796,8.160129
94.31299,6.427783
92.34938,8.179929
94.41014,6.4231415
92.35009,8.177897
94.4113,6.4575205
92.292946,8.283322
-50.407707,37.199646
-50.325966,37.187786
-50.400654,37.203396
-51.050404,36.633503
-80.40255,64.776085
-50.419086,37.201923
-50.928318,36.693615
-51.047546,36.602825
-42.924988,-18.738222
-46.204567,-24.34097
-52.99926,-23.245922
-46.22291,-24.41122
-46.33049,-24.457636
-46.193283,-24.333723
-46.201424,-24.391869
-43.12164,-18.843317
7.588655,-63.654217
6.549601,-41.307545
5.21065,-61.14083
5.0773177,-61.05695
6.2784686,-41.724266
6.3574944,-41.536808
5.1964226,-61.079945
5.132306,-60.99334
-79.051,-11.268569
-81.03256,-4.1571236
-81.04176,-4.1619263
-78.31692,-10.283901
-79.06804,-11.300716
-78.43745,-10.451302
-59.038544,-18.056
-79.03258,-11.205706
27.97485,46.729797
25.604967,47.264366
25.611172,47.17582
25.629635,47.1254
26.233816,46.69099
25.6144,47.176407
25.459372,47.120037
25.621588,47.138172
-94.170456,16.625381
-96.43756,19.095482
-93.83754,16.642345
-96.41036,19.028795
-96.58692,18.69009
-96.33418,19.053152
-96.574684,18.711742
-96.398186,19.13919
7.1845317,73.25111
11.259207,74.333374
7.097941,73.204124
11.242286,74.35575
11.293076,74.33817
3.1506083,71.02188
3.1582882,71.05676
7.2217393,73.265045
-97.04433,9.041382
-97.08304,8.927351
-97.043686,8.978437
-97.053474,8.960458
-97.39952,8.633808
-97.33036,8.678341
-97.39301,8.632204
-97.19277,8.634515
-36.083714,27.869204
-34.409954,26.039917
-35.9298,27.809158
-36.327503,27.987223
-35.95085,27.798302
-34.46052,26.837181
-34.392113,25.933783
-39.803795,30.211153
90.33881,75.27813
87.309364,71.29808
87.368965,71.35441
90.2511,75.215164
86.84951,71.28325
86.90519,71.172104
90.26639,75.226746
87.24263,71.299164
-10.7285595,8.129086
-8.348671,11.835913
10.702408,43.732506
-6.772998,11.518487
-10.653485,8.204727
-6.739324,11.518739
-8.323627,11.823609
-10.654175,8.191325
68.75314,-85.63573
58.515293,-83.1179
68.76135,-85.64663
58.5502,-83.23226
20.298796,-64.18796
58.49713,-83.02683
68.80302,-85.62195
68.781265,-85.62501
79.53176,-53.934902
78.62481,-52.34017
78.67324,-52.55294
79.66126,-54.19769
78.62912,-52.1465
79.82384,-57.622448
79.80888,-57.655163
78.64212,-52.120983
33.81744,54.39323
26.972488,52.376514
33.82377,54.410095
33.81796,54.39561
33.222015,54.707687
33.75208,54.341015
33.81448,54.486324
27.194656,52.466637
55.907284,25.351236
55.10921,25.87443
55.11004,25.873442
55.17754,25.855036
55.695927,25.468071
55.299072,25.721113
55.13611,25.892155
54.942127,26.07949
46.037315,-67.55089
43.472782,-64.6385
45.005474,-65.73435
58.15327,-73.86985
46.054977,-67.52234
29.929083,-61.476322
44.973812,-65.676
27.820375,-61.3121
76.942604,43.771088
78.50478,41.91555
78.52119,41.838734
78.43591,41.8967
78.37667,42.222218
78.4541,42.060673
78.44459,41.49604
78.39945,42.17124
-81.41211,-33.338703
-81.67284,-33.284966
-83.995384,-33.777508
-81.823845,-35.558342
-81.81825,-33.102413
-81.79737,-35.795345
-81.791306,-35.640812
-83.95819,-33.739273
-9.87316,92.845604
-10.230806,93.98622
-9.269526,91.94479
-10.23027,93.998085
-9.651912,92.26156
-9.294657,92.0187
-9.755971,92.318306
-9.802101,92.486496
18.331818,37.629715
17.9269,37.41877
19.768309,37.977596
42.954468,34.01698
19.695004,37.98563
18.469212,37.680683
17.940107,37.465164
19.502022,37.92975
98.889656,34.58089
99.241455,34.42272
98.835846,34.61122
99.00434,34.533543
99.456474,33.428883
99.17594,34.462215
98.87561,34.587257
98.90256,34.57495
29.650497,-102.98419
28.079967,-101.50138
28.04585,-101.513954
26.032297,-101.43583
26.086706,-101.44948
28.049963,-101.50108
28.059757,-101.5095
23.333136,-106.11125
-6.1288056,51.93229
-5.042279,52.79694
-6.3029675,51.81359
-6.2393823,51.795063
-5.585673,52.456013
-5.748223,52.358036
-5.9196343,52.153423
-5.7249365,52.399426
-63.25285,21.169067
-62.90401,21.086885
-63.476715,21.204569
-68.14042,33.731266
-63.4103,21.19912
-68.30737,34.040894
-68.12792,33.70688
-68.32012,34.043537
-113.678604,24.953018
-68.41474,2.7229497
-68.44752,2.740342
-113.52787,24.8321
-68.913025,1.0142745
-68.90641,1.0637513
-113.47151,24.857214
-68.48469,2.6090071
30.389835,15.676153
32.47304,13.491168
30.39807,15.638884
32.72339,13.200076
32.641907,13.266893
32.472485,13.293886
32.477577,13.486646
30.39225,15.647739
55.25105,-0.8860916
55.26338,-0.86231494
55.03222,-1.194606
55.380432,-0.7268712
55.334232,-0.7785076
55.157932,-1.005595
55.43147,-0.7104165
55.102684,-1.2729475
103.97396,-27.16718
104.87903,-28.231808
105.64104,-29.532701
103.97131,-27.171978
104.864716,-28.214754
108.54423,4.1881437
105.80401,-29.275736
104.59359,-27.92824
7.6800785,101.18513
7.6727815,101.17593
7.665942,101.183044
7.6776295,101.18112
7.677328,101.1804
7.680537,101.186615
7.6761136,101.17733
7.674393,101.17682
-113.66936,26.467087
-113.67714,26.388964
-113.70353,25.569511
-113.67128,26.457647
-113.650795,26.394518
-110.58411,28.817455
-110.593124,28.816263
-113.70376,26.329893
23.785315,-73.24453
22.027636,-71.24138
23.776827,-73.230225
23.44466,-72.73431
23.510426,-72.84116
22.027016,-71.151085
23.836613,-73.37035
22.079868,-71.2015
25.73882,-105.48638
26.26291,-105.82111
26.104109,-105.75599
31.249563,-116.48632
25.747454,-105.51037
31.253191,-116.47785
26.190157,-105.78182
25.746162,-105.50734
-88.11132,12.957969
-88.08694,13.050808
-87.95217,13.221224
-88.1419,13.335252
-88.09545,13.084564
-88.11437,13.299657
-88.16521,13.38498
-88.151024,13.050307
-10.54932,118.90982
-9.396094,120.558876
-10.698926,118.679726
-10.677557,118.70222
-10.610529,118.807274
-10.675063,118.70838
-10.427333,119.02557
-10.700029,118.677505
40.0497,73.03747
39.898216,73.34832
39.58067,74.38833
40.003498,73.122734
39.565247,74.320404
40.03579,73.07152
40.035664,73.07217
39.572254,74.32601
102.49872,-9.514897
104.56011,-14.958434
102.615166,-9.493687
104.55647,-14.951969
102.437744,-9.4252615
102.471985,-9.453014
102.51355,-9.500242
102.460236,-9.431882
-60.917812,20.106201
-66.54811,21.298733
-66.85167,21.843958
-66.61226,21.472347
-67.6119,22.601534
-66.54207,20.81926
-58.83997,19.496742
-60.52251,19.324062
99.145744,9.942371
100.186935,10.118856
98.663666,9.799825
99.386604,10.008822
99.30269,9.958552
98.847206,9.831836
99.29503,9.976442
98.96132,9.87498
78.2026,-78.884766
78.692,-78.1067
76.9585,-79.6809
77.66412,-72.858864
78.36137,-78.659546
78.53462,-78.28515
77.21673,-72.277534
77.53081,-79.90216
-8.26328,32.220287
-8.534161,32.14527
-12.613053,30.001455
-8.55106,32.128254
-9.134865,32.088352
-8.34165,32.19196
-12.607465,29.988813
-7.946712,32.383125
-44.503475,-58.089554
-30.918943,-60.871563
-44.372,-57.878
-44.600292,-58.24382
-33.247375,-60.509693
-33.435593,-60.444714
-31.006256,-60.870296
-30.855164,-60.864304
118.366905,19.314537
118.19878,19.04195
110.547455,-20.09632
118.09906,18.867237
118.34126,19.275759
118.1741,19.008064
118.11123,18.88876
118.10554,18.886152
51.38987,-67.69246
51.319744,-67.61609
51.943607,-68.28312
51.593075,-67.87883
49.743206,-66.38437
51.283936,-67.53411
49.81243,-66.20984
51.994144,-68.33236
34.009224,-6.368316
32.212646,-1.4215504
34.005947,-6.3537235
32.80053,-1.1257281
32.26535,-1.4067091
32.243263,-1.4335531
32.492645,-1.2819941
32.29266,-1.3769499
-66.5306,74.94891
-71.339096,71.39185
-61.26792,78.95925
-71.50717,71.37045
-61.23634,78.96911
-71.359825,71.26928
-66.89447,74.63911
-66.46859,75.01118
79.571754,-69.11633
78.71562,-69.90343
78.546524,-70.00125
78.545334,-69.995674
78.558,-69.99582
78.999565,-69.715195
79.49484,-69.155945
82.67663,-76.10973
-44.15326,9.179591
-44.988224,7.5159035
-44.944,7.6713333
-33.241135,5.043588
9.388583,43.89594
-44.32571,10.619037
-44.950172,7.6511617
-44.281765,10.59227
19.41149,52.024292
19.147953,52.257374
19.48473,51.881886
19.537872,51.904736
19.427336,51.93058
21.193634,51.494617
42.652637,69.58904
19.480074,51.90782
-4.77865,1.7096689
-4.808892,4.8436112
11.215218,43.89563
-4.806048,4.9783607
-4.9172683,4.83427
-4.8630304,4.8632812
-4.787366,1.56408
-5.0618186,4.742031
14.131244,-86.27339
17.542746,-89.650566
14.210932,-86.32048
10.237873,-84.9252
17.607426,-89.340294
12.008441,-84.51193
14.173757,-86.32153
17.602694,-89.34192
-30.522661,5.6222434
-36.530586,-0.24002355
-36.449192,-1.5189631
9.635524,19.463455
-36.991894,0.11012075
-37.80773,-0.8303944
-37.796585,-0.7616746
-37.606564,-0.9150399
-104.73282,-45.79291
-103.64334,-44.701237
-97.81697,-40.19046
-104.98327,-45.322945
-104.00056,-45.02488
-104.7576,-45.72286
-104.61633,-45.79521
-91.88286,-38.192482
-52.823086,23.14734
-52.7449,23.21312
-51.946262,23.288729
-59.860825,40.227325
-51.259438,23.560223
-52.748398,23.202469
-59.8897,40.160755
-21.122051,39.384106
26.443361,44.62465
26.009361,44.29133
26.09291,21.846235
26.089634,44.35021
25.170263,43.209408
25.037552,42.816357
25.200447,43.254772
26.397629,44.588795
58.56754,4.533301
58.532692,4.546387
59.209503,3.6476967
58.440285,4.5989676
58.704975,4.440682
59.478508,3.2611864
61.481045,3.2123797
58.22804,4.681898
37.955013,-42.908684
38.01953,-42.948853
26.931604,-23.460941
38.032993,-42.939735
27.12902,-23.512476
38.035137,-42.94366
28.048443,-24.254751
27.885435,-24.10402
-85.15047,43.402733
-78.67329,50.959843
-85.07239,43.341873
-78.76106,50.81474
-85.53512,43.778748
-78.78321,50.900566
-78.817726,50.880085
-78.76466,50.822556
-17.0848,-13.392116
-22.314266,-15.181672
-16.693077,-13.613085
-16.567833,-13.776925
-20.57282,-14.285155
-20.226143,-14.077172
-20.401964,-14.173351
-20.436241,-14.210194
-70.58184,-61.494053
-70.38502,-61.66058
-70.355385,-61.490086
-70.775314,-61.90786
-70.222046,-61.361034
-71.02917,-62.354153
-70.03723,-61.298878
-70.994385,-62.168373
23.259617,-10.17558
23.159758,-10.235707
57.8562,-13.805471
22.730745,-10.9072895
22.658922,-11.130836
24.600317,-9.699256
24.644789,-9.654466
23.161604,-10.232597
-57.61317,29.274641
-57.231434,29.033789
-57.367977,29.071157
-58.10192,29.682533
-52.473293,32.561577
-57.547527,29.28016
-60.482544,34.32429
-57.50326,29.194338
-47.949234,15.269889
-47.67616,13.935066
-48.71513,19.759867
-47.93354,15.553657
-47.901073,15.075613
-48.71283,19.763063
-47.852436,15.044228
-47.92184,15.42222
64.36503,66.31669
65.276146,66.03238
64.61137,66.25784
64.046425,66.384026
64.55417,66.28113
64.0152,66.38714
64.31901,66.33616
64.93641,66.13299
63.410603,55.00927
63.353767,55.083473
63.346916,55.092686
63.355766,55.078358
63.356724,55.08123
63.354107,55.08066
62.862686,57.031395
63.35328,55.08216
41.711582,-25.521202
41.591812,-25.932478
43.474045,-26.256004
41.839634,-25.425428
41.804867,-25.495504
41.530487,-26.09278
41.813423,-25.478844
50.046333,-41.549625
-114.86335,-11.171067
-114.45646,-10.113928
-115.00356,-11.379944
-115.139725,-11.669041
-114.93899,-11.328906
13.571076,46.66143
-114.96689,-11.300382
-115.06291,-11.504912
-87.09939,-56.174416
-87.059555,-56.192226
-89.63042,-58.38595
-89.559135,-58.409554
-89.59531,-58.380253
-87.066895,-56.17168
-89.60638,-58.253548
-87.09039,-56.200542
73.31148,27.759623
74.16849,29.147911
73.091156,29.286493
73.33714,27.979048
73.39376,28.056751
74.04688,29.01181
72.69814,27.56822
73.20102,27.85763
16.864998,-79.16581
30.025814,-70.2082
16.774668,-79.48459
17.200445,-79.23608
34.36044,-69.138916
34.357185,-69.13278
16.48548,-78.77447
16.19512,-78.433525
-108.68099,-27.3721
-103.43809,-30.579144
-106.567505,-29.947426
-103.25075,-30.245472
-102.85634,-29.613192
-103.40018,-30.65348
-108.521935,-27.359377
-102.98125,-29.794117
-13.606771,85.629395
-13.489458,85.86178
-13.484958,85.884476
11.16226,49.763126
-13.545377,85.72368
-13.558494,85.6988
-13.959925,85.36408
-14.171714,87.570435
-79.53734,48.621136
-77.57277,32.024666
-77.759705,32.10718
-77.6715,32.039055
-77.56526,31.9897
-77.64394,32.028694
-77.7473,32.09909
-77.65282,32.036564
38.0202,36.20405
39.441982,35.225304
37.898335,36.34244
38.51735,35.62653
37.828945,36.39285
39.538048,35.191032
39.261723,35.30159
37.915817,36.3425
74.34721,7.853319
72.68991,0.3845111
72.65405,0.3614304
72.67578,0.3827656
74.24424,7.9688115
72.71414,0.39239195
74.41388,7.8388214
74.304504,7.8992014
-95.81881,38.798553
-96.41759,32.881016
-96.78636,33.844555
-96.606705,33.216175
-96.733025,33.52462
-96.459435,38.080288
-96.70073,33.403465
-96.42653,37.523827
-39.86506,-81.05001
-33.12893,-83.93533
-33.534775,-83.01344
-32.988335,-84.149185
-33.102924,-83.9666
-46.262234,-78.11784
-33.426662,-83.26427
-33.25733,-84.328735
-56.338295,54.950214
-56.385582,54.872887
-56.44573,54.730312
-54.006084,56.88844
-54.49827,56.78796
-57.006683,53.444138
-57.455284,52.804783
-57.719967,52.62318
35.994442,-31.735008
35.981213,-31.482336
36.257187,-31.007242
42.999332,-40.035954
35.967735,-31.498775
35.975967,-31.480211
36.083893,-31.266653
36.02678,-31.363577
21.768625,-44.331196
10.460291,-25.302433
-0.538626,-27.100056
10.65448,-25.197084
12.876506,-58.356915
21.781746,-44.33259
10.595569,-25.532923
21.725462,-44.27665
54.573936,-17.7202
52.45164,-16.204298
65.088066,-35.442043
54.694206,-17.941605
64.58957,-35.437077
64.94985,-35.42497
55.127575,-18.41996
64.84727,-35.4317
-39.70624,-71.11659
-33.909058,-66.71319
-36.08203,-67.685135
-35.900127,-67.874825
-34.014038,-66.725334
-34.125805,-66.55965
-36.02251,-67.7515
-37.18985,-67.79331
80.37702,7.211448
79.87604,7.474937
81.83458,6.3344607
80.61601,6.9934273
79.718285,7.536377
81.54429,6.189364
81.41359,6.2328
80.50687,7.1002727
-40.293125,1.9006344
-40.28592,1.809898
-40.051014,-0.12703861
-40.20267,0.3074462
-47.819252,2.3861496
-40.303627,2.1774726
-70.62981,13.231188
-40.05129,-0.2017923
65.13066,-97.00617
69.01095,-95.40048
63.382122,-100.690605
63.37856,-100.66637
63.384167,-100.700356
63.359913,-100.702576
63.361805,-100.70662
63.35655,-100.63405
-31.987066,19.760511
-21.918915,1.3497435
-21.968678,1.5049576
-21.904373,1.4030486
-31.91405,19.753662
-21.926365,1.4132851
-31.992764,19.761333
-22.541094,2.6458907
71.45007,59.609253
69.711624,56.702744
69.71784,56.6991
71.3469,59.70014
71.36465,59.49869
69.73557,56.69691
69.70364,56.703915
69.75809,56.680656
74.62757,50.37545
74.51305,50.41224
74.56977,50.53062
74.58268,50.919598
74.46835,52.41098
72.80106,49.551796
74.58341,50.83556
74.83204,52.77315
-23.603539,-100.80581
-23.191082,-100.89374
-23.142334,-100.89334
-24.35545,-100.586365
-24.658566,-100.57111
-25.201046,-100.40682
-24.202124,-100.63353
-24.430967,-100.55934
68.72179,72.38243
69.83888,72.442215
69.65609,72.37243
68.91538,72.3794
70.450905,72.74901
70.6026,72.85507
69.56994,72.39596
68.86376,72.38216
-9.332487,56.619217
-9.788093,57.70377
-9.698526,57.472748
-9.746891,58.101036
-9.816179,57.937813
-9.484789,56.90573
-9.319218,56.309418
-10.486521,57.281822
-76.99559,53.852654
-77.01418,53.85127
-77.1275,53.858177
-75.63059,55.88956
-77.04167,53.770866
-77.07951,53.871372
-76.10904,54.285557
-75.49717,55.96066
0.6161899,-78.726654
0.66909516,-78.72835
-4.802184,-117.581955
25.765497,-62.881
-4.9669724,-117.56913
-4.326257,-117.25791
0.64027196,-78.71832
3.7139568,-95.51842
-94.33717,26.478144
-94.27101,26.451918
-94.38955,26.560104
-94.43783,26.563921
-94.69847,26.381227
-94.29611,26.449677
-94.44296,26.491058
-94.412605,26.469332
19.989925,80.31784
18.49969,79.789604
20.49789,80.52103
17.970865,80.02304
18.51312,79.9384
19.69601,80.17453
17.919062,79.55323
18.021906,79.68459
-73.270515,69.11625
-59.167023,79.194786
-73.40269,68.97079
-59.380886,79.9063
-73.27696,69.10398
-59.371063,80.01616
-59.1572,79.3149
-74.22205,68.411835
41.463215,-95.99196
20.019514,-65.04084
63.128456,-94.81159
34.55248,-98.01142
34.501102,-98.03913
63.12733,-94.808556
63.12672,-94.814285
34.604214,-98.01248
-97.726234,-53.291054
-97.83918,-53.216145
-98.94548,-52.45786
-97.76088,-53.31537
-97.73279,-53.421936
-98.82039,-52.524673
-97.94589,-53.11993
-98.7892,-52.53329
-27.441837,-71.83173
-27.508177,-71.91775
-38.44293,-76.43524
-26.547812,-78.87635
-27.96462,-71.94038
-27.808584,-71.925514
-39.35468,-75.95534
-27.982084,-71.94136
76.24775,-36.12321
44.839348,-13.620009
44.73097,-13.545227
76.20461,-36.12903
76.21893,-36.131214
76.197235,-36.123596
44.87223,-13.674508
44.89603,-13.709724
95.79543,-0.2990359
96.294556,1.6381298
96.009514,0.86658126
96.118965,3.4718647
96.21443,2.7831109
96.28054,1.5789022
96.23407,2.783652
95.79504,-0.3033448
-17.625183,105.48619
-19.221601,103.82109
-17.335835,106.3825
-19.204535,103.86664
-17.410894,105.91645
-17.488836,105.610214
-19.262348,103.478065
-19.21148,102.991234
-29.817007,-4.476518
-29.833942,-4.4764423
-31.430668,-4.5312014
-31.564344,-4.521908
-29.849707,-4.4765472
-29.82179,-4.4763083
-28.698145,-2.267729
-31.250391,-4.407394
-4.064811,6.485238
-1.5368148,4.9049277
-1.1209989,4.7712903
-1.1180801,4.770823
-14.583776,3.7186084
-1.4177196,4.8476515
-1.0403708,4.7614107
-4.0408263,6.4871087
-36.207054,51.925888
-36.685036,47.907516
-48.94325,44.44246
-35.19103,52.442455
-36.337086,51.86911
-37.732025,51.426285
-36.183517,51.835136
-37.40873,51.5156
-100.57926,-48.43051
-100.781235,-47.97553
-100.49696,-47.781467
-100.805275,-48.005123
-102.28249,-46.458675
-100.70011,-47.97123
-102.46253,-45.70955
-102.49529,-45.55858
-59.17788,-50.78827
-60.454063,-51.51322
-60.330887,-51.40787
-62.178417,-52.19815
-60.254646,-51.212635
-62.27028,-52.17693
-62.715763,-51.565228
-60.48486,-51.516953
-39.604153,2.5432096
-39.607292,2.6897166
-39.425495,0.24254078
-39.459312,2.0987005
-39.416656,1.964464
-39.6029,2.710533
-39.450592,2.0349572
-39.612522,2.8103807
-112.89857,-19.854685
-112.6828,-19.72691
-111.92173,-19.0394
-112.68883,-19.734518
-113.249756,-20.067125
-112.76051,-19.784609
-112.76375,-19.782215
-113.1297,-20.045906
27.191542,77.87354
27.20914,78.10036
27.267315,78.48316
27.354013,78.77732
27.252422,77.96009
27.406263,79.31548
27.392561,78.92161
27.404467,79.312874
-16.3387,-68.15773
-16.171122,-68.20617
-16.038017,-68.274864
-15.697966,-68.49122
-16.23701,-68.13868
-15.700436,-68.491974
-16.232557,-68.168365
-16.387009,-68.117744
-28.698816,-40.43065
-36.22387,-41.977318
-36.20812,-41.85675
-28.366953,-40.58445
-27.670694,-40.827522
-36.222878,-41.92712
-36.22411,-41.97195
-36.22294,-41.95822
-27.922775,41.55467
-28.159346,41.38229
-28.167137,41.367504
-28.923933,40.17928
-30.99262,53.71249
-21.86299,56.24429
-28.5966,41.110435
-27.818903,41.63459
34.087322,81.97853
54.091534,33.459465
33.980152,84.11632
33.983845,84.223656
33.979744,84.12324
33.9797,84.106804
33.978474,84.15036
33.983696,84.21828
-24.373533,-38.138565
-25.661093,-35.76415
-24.055984,-38.247074
-24.293541,-38.180496
-25.455132,-33.94988
-24.329285,-38.160625
-23.917692,-38.21798
-25.548893,-33.689552
-71.12328,61.03556
-60.766426,40.946335
-71.12235,60.935658
-71.737564,60.10707
-71.85249,60.050663
11.082279,47.290752
-72.70304,59.651554
-71.303406,60.333508
-2.3579276,121.786316
-2.3027081,121.77683
-2.3405862,121.78411
-2.3069108,121.791725
-1.2446098,120.8659
-2.295725,121.791855
-1.8711169,121.62698
-1.0421721,120.73821
63.56601,-71.09782
52.310894,-60.83166
52.27142,-60.857533
63.573235,-71.173134
52.324448,-60.824562
52.304527,-60.833458
52.415638,-60.831944
63.57088,-71.175964
2.324561,82.0503
2.2558153,81.9608
5.0307345,80.54854
2.3055487,81.895226
2.3540773,82.06387
2.2965775,81.97287
2.3038206,81.91006
2.8960965,81.64837
-79.42809,71.580505
-79.326195,71.54299
-83.15324,74.603165
-79.1354,71.47163
-83.15108,74.57025
-80.15309,71.925186
-79.57685,71.6422
-83.15687,74.53662
-79.986664,26.40602
-79.541595,25.627567
-79.21952,25.068464
-79.96654,26.355837
-79.374146,25.346128
-79.977936,26.391594
-79.88079,26.32698
-79.83633,26.243944
31.163042,-17.562124
31.087027,-17.647703
12.728884,-22.811054
30.774647,-17.706772
27.31573,-43.403015
27.40055,-43.374615
31.107101,-17.57939
27.242666,-43.43551
-28.842943,-56.60282
-38.096504,-55.303104
-28.54153,-56.674286
-38.079735,-55.256245
-31.866669,-49.10902
-28.733614,-56.71918
-38.063602,-55.26695
-28.711908,-56.74487
-48.051422,-76.349014
-35.80141,-85.77167
-48.055458,-76.28896
-47.923576,-75.95758
-45.13582,-76.630424
-48.140587,-76.55229
-38.1785,-83.24764
-38.04106,-83.02531
-13.87604,49.26416
-12.803656,48.187
-16.848698,50.41768
-16.546549,50.159985
-16.649614,50.360294
-13.691321,49.201958
-16.978815,50.531967
-16.97578,50.21206
-48.59407,-70.65164
-49.259335,-72.09959
-48.344917,-71.0303
-48.312866,-71.16975
-48.02805,-71.080696
-48.074627,-71.166336
-37.860973,-89.073166
-23.680462,-58.542404
-55.90871,33.969738
-56.00092,34.03484
-58.73548,35.734344
